model,game,frequency,signal,prediction,task,weight,n_runs,score_mean,score_ci,behavior_mean,behavior_ci,arousal_mean,arousal_ci,arousal_return_mean,arousal_return_ci,playerStanding_mean,playerScore_mean,playerSpeed_mean,playerIsGrounded_mean,playerIsMidAir_mean,playerIsLooping_mean,playerIsCrashing_mean,playerIsOffRoad_mean,playerGasPedal_mean,playerSteering_mean,playerLap_mean,playerDistanceToWayPoint_mean,playerRespawn_mean,visibleBotCount_mean,botStanding_mean,botScore_mean,botSpeed_mean,botIsGrounded_mean,botIsLooping_mean,botIsOffRoad_mean,botIsCrashing_mean,botGasPedal_mean,botSteering_mean,botLap_mean,botDistanceToWayPoint_mean,botPlayerDistance_mean,visibleLoopCount_mean,playerStanding_ci,playerScore_ci,playerSpeed_ci,playerIsGrounded_ci,playerIsMidAir_ci,playerIsLooping_ci,playerIsCrashing_ci,playerIsOffRoad_ci,playerGasPedal_ci,playerSteering_ci,playerLap_ci,playerDistanceToWayPoint_ci,playerRespawn_ci,visibleBotCount_ci,botStanding_ci,botScore_ci,botSpeed_ci,botIsGrounded_ci,botIsLooping_ci,botIsOffRoad_ci,botIsCrashing_ci,botGasPedal_ci,botSteering_ci,botLap_ci,botDistanceToWayPoint_ci,botPlayerDistance_ci,visibleLoopCount_ci,scores_raw,arousal_raw,cluster,playerHasCollisions_mean,playerIsCollidingAbove_mean,playerIsCollidingBelow_mean,playerIsCollidingLeft_mean,playerIsCollidingRight_mean,playerIsFalling_mean,playerIsJumping_mean,playerSpeedX_mean,playerSpeedY_mean,playerHealth_mean,playerDamaged_mean,playerPointPickup_mean,playerPowerPickup_mean,playerHasPowerup_mean,playerKillCount_mean,botHasCollisions_mean,botIsCollidingBelow_mean,botIsCollidingLeft_mean,botIsCollidingRight_mean,botIsFalling_mean,botSpeedX_mean,botSpeedY_mean,botHealth_mean,pickUpsVisible_mean,pickUpPlayerDisctance_mean,playerDeath_mean,playerHasCollisions_ci,playerIsCollidingAbove_ci,playerIsCollidingBelow_ci,playerIsCollidingLeft_ci,playerIsCollidingRight_ci,playerIsFalling_ci,playerIsJumping_ci,playerSpeedX_ci,playerSpeedY_ci,playerHealth_ci,playerDamaged_ci,playerPointPickup_ci,playerPowerPickup_ci,playerHasPowerup_ci,playerKillCount_ci,botHasCollisions_ci,botIsCollidingBelow_ci,botIsCollidingLeft_ci,botIsCollidingRight_ci,botIsFalling_ci,botSpeedX_ci,botSpeedY_ci,botHealth_ci,pickUpsVisible_ci,pickUpPlayerDisctance_ci,playerDeath_ci,playerSpeedZ_mean,playerHealing_mean,playerShooting_mean,playerReloading_mean,playerProjectileCount_mean,playerProjectileDistance_mean,playerCrouching_mean,playerSprinting_mean,playerAimAtEnemy_mean,botSpeedZ_mean,botDamaged_mean,botShooting_mean,botProjectileCount_mean,botProjectilePlayerDistance_mean,botAimAtPlayer_mean,playerTriesShootOnReload_mean,playerSpeedZ_ci,playerHealing_ci,playerShooting_ci,playerReloading_ci,playerProjectileCount_ci,playerProjectileDistance_ci,playerCrouching_ci,playerSprinting_ci,playerAimAtEnemy_ci,botSpeedZ_ci,botDamaged_ci,botShooting_ci,botProjectileCount_ci,botProjectilePlayerDistance_ci,botAimAtPlayer_ci,playerTriesShootOnReload_ci
DQN,platform,Asynchronized,Ordinal,Classification,Maximize,1.0,8,0.0109,0.0194,0.5,0.8937,0.9469,0.0824,0.9469,0.0824,,1.4541666507720947,,0.25013890862464905,,,,,,,,,,0.15329861640930176,,,,0.0880810096859932,,,,,,,,1.1160773038864136,,,2.4112,,0.0622,,,,,,,,,,0.2379,,,,0.1366,,,,,,,,1.729,,"[0.0, 0.0, 0.0, 0.0, 0.06521739130434782, 0.0, 0.021739130434782608, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.775, 1.0, 0.8, 1.0]",0,0.8118749260902405,0.002500000176951289,0.25013890862464905,0.7458680272102356,0.011145834811031818,0.3953472673892975,0.00138888880610466,1.7093749046325684,18.90188980102539,0.949999988079071,0.0,0.0008333333535119891,0.0,0.0,0.0,0.08813309669494629,0.0880810096859932,0.0020023148972541094,0.0023622685112059116,0.005877315066754818,0.5178430080413818,6.642809867858887,0.09395832568407059,0.4239930510520935,1.7445268630981445,0.004999999888241291,0.2878,0.0041,0.0622,0.3822,0.0188,0.049,0.0022,2.6261,2.8862,0.0778,0.0,0.0015,0.0,0.0,0.0,0.1367,0.1366,0.0033,0.0038,0.0095,0.8022,10.4577,0.1456,0.6581,2.7232,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,platform,Synchronized,Ordinal,Classification,Minimize,0.5,8,0.2337,0.1865,9.5,7.5837,0.125,0.1083,0.3406,0.2096,,63.3413200378418,,0.19291669130325317,,,,,,,,,,0.5316319465637207,,,,0.35779282450675964,,,,,,,,4.292156219482422,,,53.5583,,0.0369,,,,,,,,,,0.3617,,,,0.2674,,,,,,,,3.1212,,"[0.08695652173913043, 0.45652173913043476, 0.32608695652173914, 0.5217391304347826, 0.43478260869565216, 0.0, 0.0, 0.043478260869565216]","[0.025, 0.325, 0.15, 0.25, 0.225, 0.0, 0.0, 0.025]",0,0.430347204208374,0.013993056491017342,0.19291669130325317,0.2631944715976715,0.02527778036892414,0.41055557131767273,0.0010069444542750716,5.959896087646484,16.258235931396484,0.9344096779823303,0.0,0.0162500012665987,0.0016666667070239782,0.11493055522441864,0.0010416667209938169,0.35794907808303833,0.35779282450675964,0.010345404036343098,0.009004631079733372,0.016998842358589172,2.0698883533477783,28.714643478393555,0.3747916519641876,0.5153819918632507,4.3883771896362305,0.006874999962747097,0.2954,0.0093,0.0369,0.3797,0.0166,0.0268,0.0015,3.1448,1.3347,0.0504,0.0,0.0131,0.0013,0.1181,0.001,0.2674,0.2674,0.0112,0.0117,0.0147,1.503,24.2343,0.2744,0.2933,3.0104,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,platform,Synchronized,Ordinal,Classification,Minimize,1.0,9,0.1063,0.098,4.4444,4.1414,0.0556,0.055,0.2583,0.1675,,30.085493087768555,,0.20506174862384796,,,,,,,,,,0.5281482338905334,,,,0.28684762120246887,,,,,,,,3.539494514465332,,,27.9555,,0.1688,,,,,,,,,,0.425,,,,0.2217,,,,,,,,2.6447,,"[0.06521739130434782, 0.2826086956521739, 0.0, 0.30434782608695654, 0.0, 0.0, 0.21739130434782608, 0.0, 0.08695652173913043]","[0.025, 0.15, 0.0, 0.15, 0.0, 0.0, 0.15, 0.0, 0.025]",0,0.46574074029922485,0.01648148149251938,0.20506174862384796,0.2874382734298706,0.025370372459292412,0.42793211340904236,0.0008641976164653897,5.297839164733887,22.635440826416016,0.896358072757721,0.0,0.007592592854052782,0.0005555555690079927,0.03462962806224823,0.0012962962500751019,0.2870791256427765,0.28684762120246887,0.007627573329955339,0.0066843037493526936,0.017596831545233727,1.6801074743270874,22.23935890197754,0.30444443225860596,0.38296300172805786,3.074429750442505,0.010370370000600815,0.2769,0.0126,0.1688,0.3185,0.0172,0.0917,0.0011,2.3576,16.5603,0.0814,0.0,0.0072,0.0009,0.0597,0.0014,0.2218,0.2217,0.0096,0.008,0.0128,1.2608,20.3108,0.2286,0.2787,2.4233,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,platform,Asynchronized,Ordinal,Classification,Minimize,0.5,8,0.019,0.0205,0.75,0.7411,0.5531,0.3726,0.5531,0.3726,,6.0885419845581055,,0.2413194477558136,,,,,,,,,,0.9562499523162842,,,,0.4276711940765381,,,,,,,,4.2789506912231445,,,7.7263,,0.1182,,,,,,,,,,0.9979,,,,0.3885,,,,,,,,3.6832,,"[0.021739130434782608, 0.043478260869565216, 0.0, 0.0, 0.06521739130434782, 0.0, 0.0, 0.021739130434782608]","[0.425, 0.2, 0.975, 0.0, 0.875, 0.0, 0.975, 0.975]",0,0.3247569501399994,0.0095486119389534,0.2413194477558136,0.08534722030162811,0.034687500447034836,0.3918403387069702,6.944444612599909e-05,4.6934027671813965,19.859722137451172,0.9541666507720947,0.0,0.0012499999720603228,0.00020833333837799728,0.00503472238779068,0.00041666667675599456,0.4276711940765381,0.4276711940765381,0.018966438248753548,0.018509261310100555,0.0081621203571558,2.3548617362976074,38.913108825683594,0.4358333647251129,0.20899304747581482,1.641785979270935,0.004583333153277636,0.1665,0.0087,0.1182,0.1544,0.0433,0.0768,0.0002,3.1779,7.3987,0.0698,0.0,0.0012,0.0005,0.0119,0.001,0.3885,0.3885,0.0205,0.0199,0.0097,2.0893,38.6216,0.3878,0.2775,2.2643,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,platform,Asynchronized,Ordinal,Classification,Minimize,1.0,7,0.0124,0.0196,0.5714,0.9026,0.4214,0.4037,0.4214,0.4037,,3.710317373275757,,0.3851587474346161,,,,,,,,,,0.7184523940086365,,,,0.36782416701316833,,,,,,,,3.41831636428833,,,5.8899,,0.3557,,,,,,,,,,0.9557,,,,0.4091,,,,,,,,3.5457,,"[0.0, 0.043478260869565216, 0.0, 0.043478260869565216, 0.0, 0.0, 0.0]","[0.65, 0.2, 0.0, 0.15, 0.0, 0.975, 0.975]",0,0.5209524035453796,0.011865081265568733,0.3851587474346161,0.13833333551883698,0.15365079045295715,0.3306746184825897,0.0005158730782568455,2.8281748294830322,37.725624084472656,0.9346825480461121,0.0,0.0009523810003884137,0.0,0.0,0.0011904762359336019,0.36782416701316833,0.36782416701316833,0.016124339774250984,0.016119616106152534,0.010032975114881992,2.0303409099578857,32.702274322509766,0.37785717844963074,0.26623013615608215,2.591165781021118,0.006666666828095913,0.3551,0.0129,0.3557,0.3011,0.3284,0.2015,0.001,2.7967,34.4966,0.1038,0.0,0.0015,0.0,0.0,0.0019,0.4091,0.4091,0.0228,0.0228,0.014,2.1901,40.5904,0.4094,0.4169,4.0582,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,platform,Synchronized,Ordinal,Classification,Maximize,0.0,10,0.3065,0.13,22.2,4.7905,0.4875,0.196,0.7555,0.0768,,0.031484103139372624,,0.0,,,,,,,,,,0.07074448096480908,,,,0.5637994238859643,,,,,,,,0.6526471970933507,,,0.0053,,0.0,,,,,,,,,,0.0051,,,,0.1946,,,,,,,,0.0908,,"[0.4782608695652174, 0.43478260869565216, 0.4782608695652174, 0.43478260869565216, 0.391304347826087, 0.45652173913043476, 0.06521739130434782, 0.10869565217391304, 0.10869565217391304, 0.10869565217391304]","[0.275, 0.375, 0.2, 0.325, 0.325, 0.2, 0.925, 0.725, 0.775, 0.75]",0,0.3886332481922713,0.2899952856346892,0.0014121558728293873,4.44845153798993,22.124582967024896,0.8603045710305862,0.021304296202796905,0.0034943689538447487,0.10657729437370089,0.001501228974579201,0.8137512980847195,0.5593587518921155,0.5593344977046545,0.013683808777185318,0.012912004554867018,0.5593344977046545,3.530605787359446,52.46999251311563,0.6300789780531526,7.650523626864709,3.7129488949428358,0.014146181087329665,0.7476524647631638,0.6844080575881069,0.6745534962342815,0.6688629746235798,0.0172,0.0211,0.0009,0.215,1.01,0.0151,0.0093,0.0015,0.0536,0.0015,0.0728,0.0767,0.0767,0.0042,0.0044,0.0767,0.4189,11.2126,0.074,1.3773,1.0971,0.0014,0.0745,0.0684,0.0789,0.0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,platform,Synchronized,Ordinal,Classification,Maximize,0.5,10,0.5174,0.0779,20.6,3.3587,0.365,0.0379,0.7246,0.0605,,0.03124574632485917,,0.0,,,,,,,,,,0.0908832383286357,,,,0.8589850416668241,,,,,,,,0.6490180937490344,,,0.0056,,0.0,,,,,,,,,,0.0195,,,,0.19,,,,,,,,0.0742,,"[0.4782608695652174, 0.391304347826087, 0.43478260869565216, 0.43478260869565216, 0.41304347826086957, 0.4782608695652174, 0.5652173913043478, 0.6739130434782609, 0.6521739130434783, 0.6521739130434783]","[0.4, 0.3, 0.35, 0.3, 0.3, 0.4, 0.35, 0.4, 0.45, 0.4]",0,0.382427589768897,0.29087556314831453,0.0017235996962316814,4.818967102364638,21.845070708196392,0.8788516861822488,0.03665077597363776,0.004958316074522911,0.1248949053005299,0.0011879890438186217,0.8464981240094179,0.45154838352830035,0.4514922163138261,0.008759059568390489,0.006581753554134985,0.4514922163138261,3.0301758324324313,37.93811905288803,0.5423754537759589,6.092627054220591,4.903229589428003,0.01311260523160277,0.7082775533894637,0.6738624251240731,0.6562420253418039,0.6566987333067169,0.0071,0.0107,0.0009,0.2946,1.1167,0.0209,0.0049,0.0009,0.0637,0.001,0.0821,0.0459,0.0459,0.0017,0.0019,0.0459,0.2799,5.3459,0.0479,0.5144,0.8619,0.0017,0.0782,0.0622,0.0661,0.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,platform,Synchronized,Ordinal,Classification,Maximize,1.0,10,0.5543,0.1003,21.5,3.6979,0.4925,0.0813,0.7083,0.0553,,0.02968041851044445,,0.0,,,,,,,,,,0.09140215529854898,,,,0.867060592267937,,,,,,,,0.6538795901207639,,,0.0065,,0.0,,,,,,,,,,0.0206,,,,0.1137,,,,,,,,0.07,,"[0.4782608695652174, 0.41304347826086957, 0.4782608695652174, 0.391304347826087, 0.4782608695652174, 0.45652173913043476, 0.6956521739130435, 0.717391304347826, 0.7608695652173914, 0.6739130434782609]","[0.425, 0.35, 0.425, 0.375, 0.45, 0.425, 0.625, 0.575, 0.65, 0.625]",0,0.38917155954526383,0.28549900777844184,0.001892563613122921,4.721534070696025,21.517120712247895,0.8693980205834813,0.03701582262543592,0.005619958981487466,0.17354765623554774,0.0021595432909554116,0.7651199810550804,0.41618928172951264,0.41582285984601297,0.008197996430416054,0.006641688527795668,0.41582285984601297,2.818486240038137,33.325886599216346,0.5072250143550957,5.702023081645133,4.52226991143385,0.014054003549004232,0.6730121159159739,0.6436405353190502,0.6595526638142963,0.6344431175950515,0.0156,0.0181,0.0011,0.1306,0.8216,0.0187,0.0053,0.0006,0.0589,0.0009,0.0479,0.0312,0.0314,0.0013,0.0013,0.0314,0.1759,3.4124,0.0313,0.3641,0.54,0.0021,0.0788,0.053,0.0485,0.0423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,platform,Asynchronized,Ordinal,Classification,Maximize,0.0,10,0.1,0.0109,30.6,2.1113,0.7175,0.0759,0.7359,0.0778,,0.039287749651150825,,0.0,,,,,,,,,,0.05949918620479413,,,,0.22715099737175515,,,,,,,,0.6871794871794873,,,0.0094,,0.0,,,,,,,,,,0.0106,,,,0.1045,,,,,,,,0.0768,,"[0.08695652173913043, 0.10869565217391304, 0.10869565217391304, 0.10869565217391304, 0.08695652173913043, 0.10869565217391304, 0.06521739130434782, 0.10869565217391304, 0.10869565217391304, 0.10869565217391304]","[0.6, 0.625, 0.65, 0.775, 0.575, 0.775, 0.925, 0.725, 0.775, 0.75]",0,0.3657549878267141,0.309259261162872,0.000740740757722121,4.181623910390414,22.618493705773965,0.886837606975156,0.006324786324786326,0.001538461538461539,0.07749287749967003,0.0011965811965811966,0.8281196587157046,0.5851161989263999,0.5851161989263999,0.021078483497994578,0.020695563941939263,0.5851161989263999,3.5696863116413104,60.0537747509663,0.6446153846153846,8.04520305866869,2.2015708816560924,0.011623931623931624,0.7230769230769231,0.6512820512820514,0.6564102564102565,0.6512820512820514,0.0089,0.0158,0.0004,0.1514,1.1255,0.0187,0.0006,0.0004,0.0383,0.001,0.0962,0.0954,0.0954,0.0015,0.0032,0.0954,0.6232,10.6623,0.1047,1.735,1.1526,0.0018,0.0828,0.0779,0.0671,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,platform,Asynchronized,Ordinal,Classification,Maximize,0.5,8,0.1114,0.0369,14.375,3.9703,0.9,0.0316,0.9231,0.0324,,0.02642450167073144,,0.0,,,,,,,,,,0.054413919671414755,,,,0.4548789176930729,,,,,,,,0.8557692307692308,,,0.0097,,0.0,,,,,,,,,,0.0102,,,,0.14,,,,,,,,0.0549,,"[0.08695652173913043, 0.08695652173913043, 0.10869565217391304, 0.10869565217391304, 0.08695652173913043, 0.10869565217391304, 0.21739130434782608, 0.08695652173913043]","[0.925, 0.9, 0.875, 0.925, 0.925, 0.95, 0.85, 0.85]",0,0.40455840654098074,0.29754273673025966,0.0007834758004571637,4.129451547015426,24.018316051542246,0.8159544160923897,0.006837606837606838,0.0017094017094017098,0.05146011396860466,0.00021367521367521368,0.8558048438312662,0.6363980467598408,0.6363980467598408,0.01844034076660362,0.018209283236955476,0.6363980467598408,3.859916825363269,61.7556848218171,0.6908119658119658,8.035707733983921,3.7552122932978165,0.018162393162393164,0.9006410256410257,0.8365384615384613,0.8333333333333334,0.8173076923076923,0.0244,0.0232,0.0007,0.2282,1.111,0.0475,0.0024,0.0,0.0398,0.0005,0.1782,0.1575,0.1575,0.0047,0.0053,0.1575,0.8819,16.7795,0.1509,1.9276,1.2499,0.0048,0.0352,0.0361,0.0413,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,platform,Asynchronized,Ordinal,Classification,Maximize,1.0,7,0.0528,0.0304,7.1429,4.2189,0.9143,0.0262,0.9377,0.0269,,0.03858363896208077,,0.0,,,,,,,,,,0.05341318317567327,,,,0.6241758245542665,,,,,,,,0.8644688644688646,,,0.0161,,0.0,,,,,,,,,,0.0132,,,,0.215,,,,,,,,0.038,,"[0.06521739130434782, 0.08695652173913043, 0.0, 0.06521739130434782, 0.021739130434782608, 0.043478260869565216, 0.08695652173913043]","[0.925, 0.925, 0.925, 0.875, 0.875, 0.95, 0.925]",0,0.387667889494599,0.3067155083748302,0.0010582010751824386,4.168701647373054,24.004014545111428,0.8473748475349574,0.0034188034188034192,0.0009768009768009768,0.03707773708016299,0.0004884004884004884,0.823280423865068,0.5849262557150535,0.5849262557150535,0.02064499899071797,0.019653662280503643,0.5849262557150535,3.5428711598318285,58.31714585927816,0.6383394383394384,7.708743848730792,5.564618924452999,0.016361416361416362,0.9120879120879122,0.868131868131868,0.8388278388278387,0.8205128205128204,0.052,0.0406,0.0004,0.1871,0.8708,0.0675,0.0018,0.0008,0.0671,0.0008,0.1523,0.1416,0.1416,0.0023,0.0027,0.1416,0.8351,13.589,0.1406,2.1555,1.9733,0.0068,0.0269,0.0319,0.0327,0.0335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,platform,Synchronized,Ordinal,Classification,Minimize,0.5,10,0.5457,0.0811,21.4,3.3075,0.32,0.0871,0.3333,0.0605,,0.029035026345682356,,0.0,,,,,,,,,,0.09202473244013316,,,,0.7303960619173514,,,,,,,,0.6091122864126236,,,0.0045,,0.0,,,,,,,,,,0.0205,,,,0.0689,,,,,,,,0.0601,,"[0.45652173913043476, 0.4782608695652174, 0.45652173913043476, 0.4782608695652174, 0.4782608695652174, 0.43478260869565216, 0.6086956521739131, 0.7608695652173914, 0.6739130434782609, 0.6304347826086957]","[0.2, 0.2, 0.25, 0.275, 0.3, 0.175, 0.4, 0.525, 0.45, 0.425]",0,0.3803044068825955,0.2897027603140803,0.0010431696463896376,4.881316882627052,21.335056881361478,0.8772085442096559,0.03289200131214752,0.005079021559071403,0.20491521932605822,0.002715860465389024,0.8506949843142735,0.46375008027190007,0.4635775705387541,0.008646926142586388,0.007171897305714904,0.4635775705387541,3.1040807131027903,39.295559745209324,0.555602302060872,6.171318372029626,3.961381990242001,0.012378355371953937,0.6217291954364804,0.6241263967349041,0.6138931470525588,0.6103779891363721,0.0152,0.0124,0.0008,0.3856,0.7553,0.0349,0.0035,0.0007,0.0916,0.0016,0.0762,0.0303,0.0304,0.0017,0.002,0.0304,0.173,2.6596,0.0306,0.2796,0.5593,0.0034,0.0809,0.0722,0.0584,0.0467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,platform,Synchronized,Ordinal,Classification,Minimize,1.0,10,0.4348,0.1483,16.6,6.0343,0.355,0.1491,0.4358,0.12,,0.024000873529683244,,0.0,,,,,,,,,,0.08169194644319935,,,,0.722486170045818,,,,,,,,0.5012247444880301,,,0.0053,,0.0,,,,,,,,,,0.0191,,,,0.1069,,,,,,,,0.1465,,"[0.41304347826086957, 0.45652173913043476, 0.41304347826086957, 0.43478260869565216, 0.43478260869565216, 0.10869565217391304, 0.10869565217391304, 0.5434782608695652, 0.7391304347826086, 0.6956521739130435]","[0.325, 0.35, 0.3, 0.325, 0.35, 0.05, 0.05, 0.5, 0.7, 0.6]",0,0.38539625288912005,0.2869959763552953,0.0007841648838165287,4.873439676085089,21.282255327784974,0.8681708252291884,0.03652470726030693,0.00657192718407337,0.15556723066776965,0.0020492351556885935,0.8556717366400018,0.5257478007509491,0.5256252814348905,0.010858476260495777,0.008285335207308068,0.5256252814348905,3.3970278682611115,44.4484029457851,0.6073172270610703,6.743933156253479,4.220761145492703,0.013640306538658279,0.4869194518873033,0.5149058836289251,0.5265654263992896,0.45178484979398237,0.0139,0.0134,0.0007,0.2486,1.6758,0.028,0.0047,0.0015,0.0728,0.0019,0.0933,0.0793,0.0794,0.0023,0.0017,0.0794,0.3941,8.673,0.0672,0.6334,0.4024,0.0026,0.139,0.1461,0.0989,0.1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,platform,Asynchronized,Ordinal,Classification,Minimize,0.5,8,0.1359,0.0692,20.375,7.1071,0.4781,0.0728,0.4904,0.0746,,0.046652422055729434,,0.0,,,,,,,,,,0.06433509420762715,,,,0.4948361825675536,,,,,,,,0.4423076923076923,,,0.0116,,0.0,,,,,,,,,,0.0164,,,,0.2718,,,,,,,,0.084,,"[0.1956521739130435, 0.06521739130434782, 0.08695652173913043, 0.17391304347826086, 0.08695652173913043, 0.08695652173913043, 0.08695652173913043, 0.30434782608695654]","[0.525, 0.35, 0.4, 0.45, 0.45, 0.625, 0.55, 0.475]",0,0.3552350449256408,0.30637464567254746,0.0013888889143609594,4.239316217461203,22.052556167300953,0.9161680912423847,0.008119658119658122,0.0019230769230769234,0.09736467238165374,0.0025641025641025645,0.8703347583866526,0.5437845645583848,0.5437845645583848,0.01881291566687262,0.018074125135874645,0.5437845645583848,3.3562077628114286,52.35334547102197,0.6081196581196582,7.012011572132762,3.300406663030641,0.009401709401709403,0.5096153846153847,0.46474358974358976,0.48397435897435903,0.4615384615384615,0.0067,0.0091,0.0009,0.306,0.7049,0.0178,0.0036,0.0009,0.0803,0.0013,0.1564,0.0898,0.0898,0.0046,0.0031,0.0898,0.5716,10.3653,0.0978,1.5206,1.449,0.0028,0.0995,0.0738,0.0806,0.0706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,platform,Asynchronized,Ordinal,Classification,Minimize,1.0,7,0.0807,0.0343,8.2857,3.8025,0.7536,0.0573,0.7729,0.0588,,0.05091575136697044,,0.0,,,,,,,,,,0.07408831937918589,,,,0.5767602768937019,,,,,,,,0.23076923076923078,,,0.0114,,0.0,,,,,,,,,,0.0155,,,,0.1645,,,,,,,,0.0642,,"[0.06521739130434782, 0.043478260869565216, 0.06521739130434782, 0.06521739130434782, 0.06521739130434782, 0.15217391304347827, 0.10869565217391304]","[0.725, 0.7, 0.675, 0.8, 0.725, 0.825, 0.825]",0,0.3614163636433481,0.28445258650005373,0.0016687016929607835,4.4993894758096395,19.76967261620639,0.9287342288482466,0.004395604395604396,0.0014652014652014654,0.10826210827908962,0.002930402930402931,1.0654863658769371,0.6294525848749356,0.6294525848749356,0.025043413698018248,0.02227212852174109,0.6294525848749356,3.8442412683960865,60.96467720632588,0.7035409035409036,7.16158518331246,3.3477329164197593,0.008791208791208791,0.23443223443223443,0.2161172161172161,0.21245421245421245,0.2051282051282051,0.0167,0.0194,0.001,0.2463,1.1081,0.0241,0.0022,0.0011,0.0954,0.0015,0.1229,0.0536,0.0536,0.0029,0.0016,0.0536,0.3421,6.6135,0.0582,0.695,1.1795,0.0031,0.0871,0.0579,0.0525,0.0494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random,fps,Synchronized,Ordinal,Classification,Maximize,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0292,,0.0,,,,,,,,,,,,2.0800833702087402,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.1855,,,,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,,,,,,,,0.052908122539520264,-20.0,0.9600623846054077,0.006000000052154064,,,,0.0,,,,,,0.02171868458390236,0.0016147798160091043,0.8836740255355835,,,0.0,,,,,,,,0.0782,0.0,0.0233,0.003,,,,0.0,,,,,,0.019,0.0015,0.0379,,,0.0,0.0684609,0.111833334,0.7190832,0.15599999,0.0,0.0,0.0,0.0,0.0020833337,0.06112914,0.00018769843,0.17869326,0.0,0.0,1.5151515e-05,0.0,0.0898,0.0569,0.0137,0.0037,0.0,0.0,0.0,0.0,0.0019,0.0391,0.0002,0.0903,0.0,0.0,0.0,0.0
PPO,fps,Synchronized,Ordinal,Classification,Maximize,0.0,10,0.04,0.0357,1.0,0.8922,0.0,0.0,0.36,0.2491,,12.822361946105957,,,,,,,,,,,,1.6953788995742798,,,,,,,,,,,,,,,10.6206,,,,,,,,,,,,0.7655,,,,,,,,,,,,,,"[0.08, 0.12, 0.12, 0.0, 0.04, 0.0, 0.0, 0.0, 0.04, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,,,,,,,,0.1483055204153061,-20.0,0.8325249552726746,0.02749999798834324,,,,0.0016666667070239782,,,,,,0.06176111847162247,0.0063172513619065285,0.6334978342056274,,,0.004833333194255829,,,,,,,,0.9,0.0,0.1414,0.0216,,,,0.0015,,,,,,0.0232,0.0026,0.2478,,,0.0043,-1.9691179,0.05916667,0.8309167,0.17400001,0.0,0.0,0.0,0.0,0.013468253,0.11659078,0.0012351191,0.28619868,0.0,0.0,0.03226642,0.0,1.0646,0.0442,0.2142,0.0475,0.0,0.0,0.0,0.0,0.0074,0.0442,0.0008,0.1182,0.0,0.0,0.0319,0.0
PPO,fps,Synchronized,Ordinal,Classification,Maximize,0.5,10,0.048,0.0377,1.2,0.9418,0.028,0.0303,0.2925,0.2728,,19.61960792541504,,,,,,,,,,,,1.344470739364624,,,,,,,,,,,,,,,15.9195,,,,,,,,,,,,0.5488,,,,,,,,,,,,,,"[0.12, 0.04, 0.12, 0.04, 0.12, 0.0, 0.0, 0.04, 0.0, 0.0]","[0.12, 0.0, 0.08, 0.04, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0]",0,,,,,,,,0.04421073570847511,-20.00003433227539,0.9480375051498413,0.007333334535360336,,,,0.0020000000949949026,,,,,,0.061995863914489746,0.01285478938370943,0.7017925381660461,,,0.0010000000474974513,,,,,,,,1.7966,0.0001,0.0483,0.0067,,,,0.0016,,,,,,0.0825,0.0236,0.269,,,0.0012,-2.3314185,0.044166666,0.79225004,0.16700001,0.0,0.0,0.0,0.0,0.010983334,0.102589786,0.000868254,0.19984359,0.0,0.0,0.0095768515,0.0,1.5194,0.0377,0.2723,0.0579,0.0,0.0,0.0,0.0,0.0101,0.1477,0.0008,0.1404,0.0,0.0,0.0118,0.0
